participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.paid_period,player.payoff,group.id_in_subsession,subsession.round_number,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
2,c463oa0l,,0,61,61,endpage,EarningsPage,2021-07-13 13:32:16.668233+00:00,1,,,16.00,2,24,0.00,1,1,cvmst39e,20210713_1430,,,,0
3,yvv61syj,,0,61,61,endpage,EarningsPage,2021-07-13 13:46:33.488762+00:00,1,,,16.00,3,4,0.00,1,1,cvmst39e,20210713_1430,,,,0
4,xjl7tb8y,,0,61,61,endpage,EarningsPage,2021-07-13 13:41:51.982309+00:00,1,,,17.00,4,2,0.00,1,1,cvmst39e,20210713_1430,,,,0
5,rzx15z0z,,0,61,61,endpage,EarningsPage,2021-07-13 13:41:47.368534+00:00,1,,,26.00,5,1,0.00,1,1,cvmst39e,20210713_1430,,,,0
6,ir5vd8tq,,0,16,61,decisions,DecisionPage,2021-07-13 13:50:21.429543+00:00,1,,,0.00,6,,0.00,1,1,cvmst39e,20210713_1430,,,,0
7,xxwhfppi,,0,16,61,decisions,DecisionPage,2021-07-13 13:50:21.678277+00:00,1,,,0.00,7,,0.00,1,1,cvmst39e,20210713_1430,,,,0
8,b519wjqw,,0,16,61,decisions,DecisionPage,2021-07-13 13:50:21.825450+00:00,1,,,0.00,8,,0.00,1,1,cvmst39e,20210713_1430,,,,0
9,m8fnlhrg,,0,16,61,decisions,DecisionPage,2021-07-13 13:50:22.037025+00:00,1,,,0.00,9,,0.00,1,1,cvmst39e,20210713_1430,,,,0
10,5pl1yc5o,,0,16,61,decisions,DecisionPage,2021-07-13 13:50:22.206310+00:00,1,,,0.00,10,,0.00,1,1,cvmst39e,20210713_1430,,,,0
11,q5otd0bf,,0,16,61,decisions,DecisionPage,2021-07-13 13:50:22.429683+00:00,1,,,0.00,11,,0.00,1,1,cvmst39e,20210713_1430,,,,0
12,wt0kbct8,,0,16,61,decisions,DecisionPage,2021-07-13 13:50:22.641565+00:00,1,,,0.00,12,,0.00,1,1,cvmst39e,20210713_1430,,,,0
1,xnn4ylqp,,0,61,61,endpage,EarningsPage,2021-07-14 08:53:23.831879+00:00,1,,,17.00,1,11,0.00,1,1,q9eskw4s,20210714_1000,,,,0
2,thvb1r44,,0,61,61,endpage,EarningsPage,2021-07-14 08:58:49.128573+00:00,1,,,27.00,2,7,0.00,1,1,q9eskw4s,20210714_1000,,,,0
3,lwxingsi,,0,61,61,endpage,EarningsPage,2021-07-14 09:06:43.317197+00:00,1,,,17.00,3,7,0.00,1,1,q9eskw4s,20210714_1000,,,,0
4,40to1dnc,,0,16,61,decisions,DecisionPage,2021-07-14 09:07:40.128308+00:00,1,,,0.00,4,,0.00,1,1,q9eskw4s,20210714_1000,,,,0
5,tbee3wtq,,0,16,61,decisions,DecisionPage,2021-07-14 09:07:40.221778+00:00,1,,,0.00,5,,0.00,1,1,q9eskw4s,20210714_1000,,,,0
6,w76xuqvl,,0,16,61,decisions,DecisionPage,2021-07-14 09:07:40.325048+00:00,1,,,0.00,6,,0.00,1,1,q9eskw4s,20210714_1000,,,,0
7,xmtreq44,,0,16,61,decisions,DecisionPage,2021-07-14 09:07:40.412226+00:00,1,,,0.00,7,,0.00,1,1,q9eskw4s,20210714_1000,,,,0
8,sndaasm4,,0,16,61,decisions,DecisionPage,2021-07-14 09:07:40.486400+00:00,1,,,0.00,8,,0.00,1,1,q9eskw4s,20210714_1000,,,,0
9,yl5dg2vu,,0,16,61,decisions,DecisionPage,2021-07-14 09:07:40.572081+00:00,1,,,0.00,9,,0.00,1,1,q9eskw4s,20210714_1000,,,,0
10,giz90rrt,,0,16,61,decisions,DecisionPage,2021-07-14 09:07:40.646727+00:00,1,,,0.00,10,,0.00,1,1,q9eskw4s,20210714_1000,,,,0
11,5hswcrm3,,0,16,61,decisions,DecisionPage,2021-07-14 09:07:40.716914+00:00,1,,,0.00,11,,0.00,1,1,q9eskw4s,20210714_1000,,,,0
12,zeq8j6md,,0,16,61,decisions,DecisionPage,2021-07-14 09:07:40.798042+00:00,1,,,0.00,12,,0.00,1,1,q9eskw4s,20210714_1000,,,,0
1,fbkvcwj3,,0,61,61,endpage,EarningsPage,2021-07-14 10:29:15.472154+00:00,1,,,25.00,1,16,0.00,1,1,6ly2rp8w,20210714_1130,,,,0
2,0ozxf8xh,,0,61,61,endpage,EarningsPage,2021-07-14 10:31:42.827072+00:00,1,,,7.00,2,9,0.00,1,1,6ly2rp8w,20210714_1130,,,,0
3,n06qcp0h,,0,16,61,decisions,DecisionPage,2021-07-14 10:34:33.337192+00:00,1,,,0.00,3,,0.00,1,1,6ly2rp8w,20210714_1130,,,,0
4,7hjw49ed,,0,16,61,decisions,DecisionPage,2021-07-14 10:34:33.466754+00:00,1,,,0.00,4,,0.00,1,1,6ly2rp8w,20210714_1130,,,,0
5,8kgcy3zv,,0,16,61,decisions,DecisionPage,2021-07-14 10:34:33.605412+00:00,1,,,0.00,5,,0.00,1,1,6ly2rp8w,20210714_1130,,,,0
6,zhmyj1yu,,0,16,61,decisions,DecisionPage,2021-07-14 10:34:33.805534+00:00,1,,,0.00,6,,0.00,1,1,6ly2rp8w,20210714_1130,,,,0
7,z6to9r61,,0,16,61,decisions,DecisionPage,2021-07-14 10:34:33.965069+00:00,1,,,0.00,7,,0.00,1,1,6ly2rp8w,20210714_1130,,,,0
8,ysie0mmn,,0,16,61,decisions,DecisionPage,2021-07-14 10:34:34.136069+00:00,1,,,0.00,8,,0.00,1,1,6ly2rp8w,20210714_1130,,,,0
9,j8jtkb47,,0,16,61,decisions,DecisionPage,2021-07-14 10:34:34.243439+00:00,1,,,0.00,9,,0.00,1,1,6ly2rp8w,20210714_1130,,,,0
10,m5jf0oo3,,0,16,61,decisions,DecisionPage,2021-07-14 10:34:34.334345+00:00,1,,,0.00,10,,0.00,1,1,6ly2rp8w,20210714_1130,,,,0
11,9gd5kykr,,0,16,61,decisions,DecisionPage,2021-07-14 10:34:34.512619+00:00,1,,,0.00,11,,0.00,1,1,6ly2rp8w,20210714_1130,,,,0
12,0pd06cy3,,0,16,61,decisions,DecisionPage,2021-07-14 10:34:34.677455+00:00,1,,,0.00,12,,0.00,1,1,6ly2rp8w,20210714_1130,,,,0
1,b359c3sg,,0,0,61,,,,0,,,0.00,1,,0.00,1,1,6ehurar1,,,,,1
1,djg59bu2,,0,61,61,endpage,EarningsPage,2021-10-06 08:53:04.078470+00:00,1,,,16.00,1,4,0.00,1,1,1qzq4xiq,20211006_1000,,,,0
2,d84vlama,,0,61,61,endpage,EarningsPage,2021-10-06 08:58:51.219227+00:00,1,,,16.00,2,23,0.00,1,1,1qzq4xiq,20211006_1000,,,,0
3,70uhesln,,0,61,61,endpage,EarningsPage,2021-10-06 08:59:07.132817+00:00,1,,,26.00,3,1,0.00,1,1,1qzq4xiq,20211006_1000,,,,0
4,34gfep4y,,0,61,61,endpage,EarningsPage,2021-10-06 09:00:16.926155+00:00,1,,,16.00,4,24,0.00,1,1,1qzq4xiq,20211006_1000,,,,0
5,ir9i1zyd,,0,61,61,endpage,EarningsPage,2021-10-06 09:02:26.275040+00:00,1,,,27.00,5,16,0.00,1,1,1qzq4xiq,20211006_1000,,,,0
6,nq3h20qw,,0,61,61,endpage,EarningsPage,2021-10-06 09:03:47.191075+00:00,1,,,16.00,6,7,0.00,1,1,1qzq4xiq,20211006_1000,,,,0
7,bxvbfy2c,,0,61,61,endpage,EarningsPage,2021-10-06 09:05:42.712460+00:00,1,,,17.00,7,24,0.00,1,1,1qzq4xiq,20211006_1000,,,,0
8,cw8zvr2h,,0,61,61,endpage,EarningsPage,2021-10-06 09:06:48.133403+00:00,1,,,7.00,8,15,0.00,1,1,1qzq4xiq,20211006_1000,,,,0
9,9xmkmjqn,,0,61,61,endpage,EarningsPage,2021-10-06 09:08:10.421807+00:00,1,,,16.00,9,25,0.00,1,1,1qzq4xiq,20211006_1000,,,,0
10,is4r91nu,,0,16,61,decisions,DecisionPage,2021-10-06 09:09:06.447811+00:00,1,,,0.00,10,,0.00,1,1,1qzq4xiq,20211006_1000,,,,0
11,lw7kgktf,,0,61,61,endpage,EarningsPage,2021-10-06 09:10:44.581641+00:00,1,,,16.00,11,5,0.00,1,1,1qzq4xiq,20211006_1000,,,,0
12,v99l3g5i,,0,16,61,decisions,DecisionPage,2021-10-06 09:25:56.271965+00:00,1,,,0.00,12,,0.00,1,1,1qzq4xiq,20211006_1000,,,,0
1,nxnxskin,,0,61,61,endpage,EarningsPage,2021-10-06 10:44:24.207086+00:00,1,,,27.00,1,4,0.00,1,1,oibs1oda,20211006_1130,,,,0
2,7pz0apon,,0,61,61,endpage,EarningsPage,2021-10-06 10:44:34.827050+00:00,1,,,27.00,2,12,0.00,1,1,oibs1oda,20211006_1130,,,,0
3,u9cxpv1u,,0,61,61,endpage,EarningsPage,2021-10-06 10:44:48.827990+00:00,1,,,7.00,3,10,0.00,1,1,oibs1oda,20211006_1130,,,,0
4,6xqxdjpw,,0,61,61,endpage,EarningsPage,2021-10-06 10:44:57.232551+00:00,1,,,16.00,4,24,0.00,1,1,oibs1oda,20211006_1130,,,,0
5,7c94vcx4,,0,61,61,endpage,EarningsPage,2021-10-06 10:45:04.038972+00:00,1,,,17.00,5,22,0.00,1,1,oibs1oda,20211006_1130,,,,0
6,jdkamnqz,,0,61,61,endpage,EarningsPage,2021-10-06 10:45:13.979478+00:00,1,,,17.00,6,17,0.00,1,1,oibs1oda,20211006_1130,,,,0
7,5brc09bu,,0,61,61,endpage,EarningsPage,2021-10-06 10:45:20.557590+00:00,1,,,17.00,7,20,0.00,1,1,oibs1oda,20211006_1130,,,,0
8,kxpab5sc,,0,61,61,endpage,EarningsPage,2021-10-06 10:45:31.952274+00:00,1,,,17.00,8,2,0.00,1,1,oibs1oda,20211006_1130,,,,0
9,ll506yx4,,0,61,61,endpage,EarningsPage,2021-10-06 10:45:54.828984+00:00,1,,,15.00,9,6,0.00,1,1,oibs1oda,20211006_1130,,,,0
10,ad0pmiq7,,0,16,61,decisions,DecisionPage,2021-10-06 10:48:00.964412+00:00,1,,,0.00,10,,0.00,1,1,oibs1oda,20211006_1130,,,,0
11,4pdhcoxd,,0,16,61,decisions,DecisionPage,2021-10-06 10:48:01.025310+00:00,1,,,0.00,11,,0.00,1,1,oibs1oda,20211006_1130,,,,0
12,natowf49,,0,16,61,decisions,DecisionPage,2021-10-06 10:48:01.075755+00:00,1,,,0.00,12,,0.00,1,1,oibs1oda,20211006_1130,,,,0
1,gk9p37a4,,0,61,61,endpage,EarningsPage,2021-10-06 12:11:43.890901+00:00,1,,,24.00,1,17,0.00,1,1,dz3iqovg,20211006_1300,,,,0
2,gjh1vvi8,,0,61,61,endpage,EarningsPage,2021-10-06 12:11:59.515582+00:00,1,,,7.00,2,7,0.00,1,1,dz3iqovg,20211006_1300,,,,0
3,ve26kidg,,0,61,61,endpage,EarningsPage,2021-10-06 12:13:28.111208+00:00,1,,,7.00,3,22,0.00,1,1,dz3iqovg,20211006_1300,,,,0
4,cdmhvur3,,0,61,61,endpage,EarningsPage,2021-10-06 12:12:19.402417+00:00,1,,,25.00,4,13,0.00,1,1,dz3iqovg,20211006_1300,,,,0
5,k4kry1g9,,0,61,61,endpage,EarningsPage,2021-10-06 12:12:34.102625+00:00,1,,,17.00,5,5,0.00,1,1,dz3iqovg,20211006_1300,,,,0
6,7y1cg1m5,,0,61,61,endpage,EarningsPage,2021-10-06 12:12:44.867871+00:00,1,,,27.00,6,16,0.00,1,1,dz3iqovg,20211006_1300,,,,0
7,zdv0ikxt,,0,61,61,endpage,EarningsPage,2021-10-06 12:13:23.449434+00:00,1,,,26.00,7,10,0.00,1,1,dz3iqovg,20211006_1300,,,,0
8,461a2pcv,,0,61,61,endpage,EarningsPage,2021-10-06 12:13:02.765027+00:00,1,,,6.00,8,14,0.00,1,1,dz3iqovg,20211006_1300,,,,0
9,znmoz035,,0,61,61,endpage,EarningsPage,2021-10-06 12:13:19.160495+00:00,1,,,4.00,9,5,0.00,1,1,dz3iqovg,20211006_1300,,,,0
10,ylkga1n5,,0,61,61,endpage,EarningsPage,2021-10-06 12:13:33.860084+00:00,1,,,17.00,10,11,0.00,1,1,dz3iqovg,20211006_1300,,,,0
11,yv1cj331,,0,61,61,endpage,EarningsPage,2021-10-06 12:13:40.018477+00:00,1,,,27.00,11,10,0.00,1,1,dz3iqovg,20211006_1300,,,,0
12,89i99jlp,,0,61,61,endpage,EarningsPage,2021-10-06 12:13:46.047750+00:00,1,,,15.00,12,18,0.00,1,1,dz3iqovg,20211006_1300,,,,0
1,k5qjtrxf,,0,61,61,endpage,EarningsPage,2021-10-06 13:39:39.142991+00:00,1,,,6.00,1,3,0.00,1,1,ios2zg8e,20211006_1430,,,,0
2,kki23sm3,,0,61,61,endpage,EarningsPage,2021-10-06 13:44:23.600560+00:00,1,,,6.00,2,12,0.00,1,1,ios2zg8e,20211006_1430,,,,0
3,ivlmusw9,,0,61,61,endpage,EarningsPage,2021-10-06 13:40:32.356696+00:00,1,,,7.00,3,19,0.00,1,1,ios2zg8e,20211006_1430,,,,0
4,bqqi8g8i,,0,61,61,endpage,EarningsPage,2021-10-06 13:40:34.235858+00:00,1,,,27.00,4,3,0.00,1,1,ios2zg8e,20211006_1430,,,,0
5,uqucl6cz,,0,61,61,endpage,EarningsPage,2021-10-06 13:40:57.801938+00:00,1,,,16.00,5,10,0.00,1,1,ios2zg8e,20211006_1430,,,,0
6,dq31a15z,,0,61,61,endpage,EarningsPage,2021-10-06 13:40:59.746517+00:00,1,,,27.00,6,10,0.00,1,1,ios2zg8e,20211006_1430,,,,0
7,xvaeh4uu,,0,61,61,endpage,EarningsPage,2021-10-06 13:42:19.862548+00:00,1,,,17.00,7,24,0.00,1,1,ios2zg8e,20211006_1430,,,,0
8,2z3t80j3,,0,61,61,endpage,EarningsPage,2021-10-06 13:41:25.083163+00:00,1,,,25.00,8,7,0.00,1,1,ios2zg8e,20211006_1430,,,,0
9,2f3nbwhw,,0,61,61,endpage,EarningsPage,2021-10-06 13:41:44.929579+00:00,1,,,17.00,9,25,0.00,1,1,ios2zg8e,20211006_1430,,,,0
10,uve3xn10,,0,61,61,endpage,EarningsPage,2021-10-06 13:41:47.893524+00:00,1,,,15.00,10,11,0.00,1,1,ios2zg8e,20211006_1430,,,,0
11,akkimxbz,,0,61,61,endpage,EarningsPage,2021-10-06 13:42:10.827122+00:00,1,,,7.00,11,8,0.00,1,1,ios2zg8e,20211006_1430,,,,0
12,xleira1s,,0,61,61,endpage,EarningsPage,2021-10-06 13:42:16.095733+00:00,1,,,15.00,12,24,0.00,1,1,ios2zg8e,20211006_1430,,,,0
1,4wbyac31,,0,0,61,,,,0,,,0.00,1,,0.00,1,1,2hzg49ab,,,,,1
1,30tl9x09,,0,0,61,,,,0,,,0.00,1,,0.00,1,1,s2kt3r85,,,,,1
1,vluwbm9u,,0,0,61,,,,0,,,0.00,1,,0.00,1,1,jtck4969,,,,,1
1,acx2p00e,,0,0,61,,,,0,,,0.00,1,,0.00,1,1,3jvjsfat,,,,,1
1,4erd8och,,0,0,61,,,,0,,,0.00,1,,0.00,1,1,30jkw6n1,,,,,1
1,n02fly75,,0,0,61,,,,0,,,0.00,1,,0.00,1,1,5v5mbuqk,,,,,1
1,mzezqqkv,,0,0,61,,,,0,,,0.00,1,,0.00,1,1,c55zgag9,,,,,1
1,l5zai42i,,0,0,61,,,,0,,,0.00,1,,0.00,1,1,qgtv28uu,,,,,1
